holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
No,293.9,0.0,0.0,1,Clouds,overcast clouds,2025-09-12 08:00:00,3727
No,290.9,2.0,0.0,54,Rain,heavy rain,2025-09-12 09:00:00,4591
No,297.7,0.5,0.0,56,Rain,light rain,2025-09-12 10:00:00,1192
No,296.8,0.0,0.0,55,Clear,sky is clear,2025-09-12 11:00:00,1504
No,293.8,0.5,0.0,15,Rain,light rain,2025-09-12 12:00:00,1207
No,295.2,0.0,0.0,88,Clouds,overcast clouds,2025-09-12 13:00:00,1529
No,293.8,0.0,0.5,52,Snow,light snow,2025-09-12 14:00:00,640
No,290.2,0.5,0.0,36,Rain,light rain,2025-09-12 15:00:00,543
No,297.3,0.5,0.0,60,Rain,light rain,2025-09-12 16:00:00,3049
No,302.8,0.5,0.0,56,Rain,light rain,2025-09-12 17:00:00,3558
No,298.9,0.5,0.0,7,Rain,light rain,2025-09-12 18:00:00,3006
No,292.9,0.0,0.0,100,Clear,sky is clear,2025-09-12 19:00:00,1091
No,287.1,2.0,0.0,70,Rain,heavy rain,2025-09-12 20:00:00,395
No,298.6,0.0,0.0,33,Clouds,overcast clouds,2025-09-12 21:00:00,879
No,298.8,0.0,0.5,5,Snow,light snow,2025-09-12 22:00:00,200
No,306.4,0.5,0.0,73,Rain,light rain,2025-09-12 23:00:00,200
No,301.2,0.5,0.0,29,Rain,light rain,2025-09-13 00:00:00,200
No,295.9,0.0,0.5,46,Snow,light snow,2025-09-13 01:00:00,200
No,294.6,0.0,0.0,28,Clear,sky is clear,2025-09-13 02:00:00,200
No,276.7,0.5,0.0,66,Rain,light rain,2025-09-13 03:00:00,200
No,291.8,0.0,0.0,35,Clear,sky is clear,2025-09-13 04:00:00,200
No,303.8,0.5,0.0,7,Rain,light rain,2025-09-13 05:00:00,200
No,296.4,0.0,0.0,66,Clouds,overcast clouds,2025-09-13 06:00:00,200
No,292.8,2.0,0.0,60,Rain,heavy rain,2025-09-13 07:00:00,1588
No,287.7,0.0,0.0,85,Clouds,overcast clouds,2025-09-13 08:00:00,2758
No,286.0,0.0,0.0,61,Clouds,overcast clouds,2025-09-13 09:00:00,3982
No,285.9,0.0,0.5,49,Snow,light snow,2025-09-13 10:00:00,200
No,295.1,0.0,0.0,63,Clear,sky is clear,2025-09-13 11:00:00,600
No,298.8,2.0,0.0,24,Rain,heavy rain,2025-09-13 12:00:00,200
No,288.8,0.0,0.5,3,Snow,light snow,2025-09-13 13:00:00,200
No,283.0,0.0,0.5,62,Snow,light snow,2025-09-13 14:00:00,200
No,292.9,2.0,0.0,75,Rain,heavy rain,2025-09-13 15:00:00,200
No,280.5,0.0,0.0,65,Clear,sky is clear,2025-09-13 16:00:00,3507
No,307.5,2.0,0.0,69,Rain,heavy rain,2025-09-13 17:00:00,3480
No,305.5,0.5,0.0,22,Rain,light rain,2025-09-13 18:00:00,2734
No,286.4,2.0,0.0,61,Rain,heavy rain,2025-09-13 19:00:00,200
No,297.3,0.0,0.0,54,Clouds,overcast clouds,2025-09-13 20:00:00,200
No,288.6,0.0,0.0,60,Clouds,overcast clouds,2025-09-13 21:00:00,200
No,295.4,0.5,0.0,59,Rain,light rain,2025-09-13 22:00:00,200
No,290.8,0.0,0.0,80,Clear,sky is clear,2025-09-13 23:00:00,200
No,290.6,0.0,0.0,72,Clouds,overcast clouds,2025-09-14 00:00:00,200
No,296.7,0.0,0.0,45,Clouds,overcast clouds,2025-09-14 01:00:00,200
No,298.1,0.0,0.5,67,Snow,light snow,2025-09-14 02:00:00,200
No,296.3,2.0,0.0,75,Rain,heavy rain,2025-09-14 03:00:00,200
No,287.9,0.0,0.0,14,Clear,sky is clear,2025-09-14 04:00:00,200
No,295.6,0.5,0.0,56,Rain,light rain,2025-09-14 05:00:00,200
No,289.1,2.0,0.0,59,Rain,heavy rain,2025-09-14 06:00:00,200
No,302.9,0.5,0.0,6,Rain,light rain,2025-09-14 07:00:00,3497
No,291.9,0.0,0.0,63,Clouds,overcast clouds,2025-09-14 08:00:00,2564
No,287.7,2.0,0.0,8,Rain,heavy rain,2025-09-14 09:00:00,3161
No,293.2,2.0,0.0,81,Rain,heavy rain,2025-09-14 10:00:00,200
No,285.0,2.0,0.0,36,Rain,heavy rain,2025-09-14 11:00:00,282
No,297.1,0.0,0.5,57,Snow,light snow,2025-09-14 12:00:00,200
No,296.1,0.5,0.0,75,Rain,light rain,2025-09-14 13:00:00,200
No,303.9,0.0,0.0,43,Clear,sky is clear,2025-09-14 14:00:00,200
No,291.5,0.0,0.0,23,Clear,sky is clear,2025-09-14 15:00:00,236
No,297.3,2.0,0.0,54,Rain,heavy rain,2025-09-14 16:00:00,2705
No,299.0,0.0,0.0,24,Clear,sky is clear,2025-09-14 17:00:00,3889
No,294.7,0.0,0.0,76,Clear,sky is clear,2025-09-14 18:00:00,2016
No,296.6,0.5,0.0,34,Rain,light rain,2025-09-14 19:00:00,200
No,293.4,0.0,0.5,36,Snow,light snow,2025-09-14 20:00:00,200
No,286.9,0.5,0.0,8,Rain,light rain,2025-09-14 21:00:00,200
No,308.0,2.0,0.0,79,Rain,heavy rain,2025-09-14 22:00:00,200
No,295.8,0.0,0.0,22,Clear,sky is clear,2025-09-14 23:00:00,200
No,285.6,0.0,0.5,14,Snow,light snow,2025-09-15 00:00:00,200
No,289.6,2.0,0.0,32,Rain,heavy rain,2025-09-15 01:00:00,200
No,296.2,0.0,0.5,75,Snow,light snow,2025-09-15 02:00:00,200
No,287.6,2.0,0.0,47,Rain,heavy rain,2025-09-15 03:00:00,200
No,290.8,0.5,0.0,22,Rain,light rain,2025-09-15 04:00:00,200
No,292.5,0.0,0.0,15,Clear,sky is clear,2025-09-15 05:00:00,756
No,286.0,0.5,0.0,66,Rain,light rain,2025-09-15 06:00:00,228
No,295.5,0.5,0.0,61,Rain,light rain,2025-09-15 07:00:00,3691
No,299.1,0.0,0.5,100,Snow,light snow,2025-09-15 08:00:00,3077
No,306.1,2.0,0.0,49,Rain,heavy rain,2025-09-15 09:00:00,4285
No,308.0,0.0,0.0,59,Clear,sky is clear,2025-09-15 10:00:00,1365
No,290.1,0.0,0.5,35,Snow,light snow,2025-09-15 11:00:00,1102
No,304.6,0.5,0.0,56,Rain,light rain,2025-09-15 12:00:00,624
No,281.8,0.0,0.0,46,Clouds,overcast clouds,2025-09-15 13:00:00,1319
No,296.3,0.0,0.0,16,Clouds,overcast clouds,2025-09-15 14:00:00,1646
No,291.9,2.0,0.0,44,Rain,heavy rain,2025-09-15 15:00:00,775
No,287.3,0.0,0.0,82,Clouds,overcast clouds,2025-09-15 16:00:00,4122
No,299.1,0.0,0.5,70,Snow,light snow,2025-09-15 17:00:00,3925
No,290.7,2.0,0.0,54,Rain,heavy rain,2025-09-15 18:00:00,3467
No,291.5,0.5,0.0,94,Rain,light rain,2025-09-15 19:00:00,258
No,292.8,0.5,0.0,24,Rain,light rain,2025-09-15 20:00:00,559
No,290.0,0.5,0.0,41,Rain,light rain,2025-09-15 21:00:00,251
No,297.9,0.5,0.0,3,Rain,light rain,2025-09-15 22:00:00,200
No,287.8,0.0,0.5,36,Snow,light snow,2025-09-15 23:00:00,200
No,312.8,2.0,0.0,53,Rain,heavy rain,2025-09-16 00:00:00,200
No,299.5,0.0,0.0,38,Clear,sky is clear,2025-09-16 01:00:00,533
No,282.2,0.0,0.0,67,Clouds,overcast clouds,2025-09-16 02:00:00,507
No,285.7,2.0,0.0,54,Rain,heavy rain,2025-09-16 03:00:00,299
No,279.3,0.5,0.0,100,Rain,light rain,2025-09-16 04:00:00,200
No,298.0,2.0,0.0,23,Rain,heavy rain,2025-09-16 05:00:00,200
No,300.7,0.0,0.5,73,Snow,light snow,2025-09-16 06:00:00,200
No,279.3,0.0,0.5,93,Snow,light snow,2025-09-16 07:00:00,3466
No,288.8,0.0,0.5,98,Snow,light snow,2025-09-16 08:00:00,4058
No,309.8,0.0,0.0,84,Clear,sky is clear,2025-09-16 09:00:00,4663
No,284.8,0.0,0.0,67,Clear,sky is clear,2025-09-16 10:00:00,1182
No,311.4,2.0,0.0,81,Rain,heavy rain,2025-09-16 11:00:00,893
No,293.2,0.5,0.0,26,Rain,light rain,2025-09-16 12:00:00,1051
No,292.1,2.0,0.0,37,Rain,heavy rain,2025-09-16 13:00:00,806
No,290.3,0.5,0.0,44,Rain,light rain,2025-09-16 14:00:00,698
No,293.4,2.0,0.0,77,Rain,heavy rain,2025-09-16 15:00:00,987
No,278.0,2.0,0.0,44,Rain,heavy rain,2025-09-16 16:00:00,3780
No,293.8,0.0,0.0,54,Clear,sky is clear,2025-09-16 17:00:00,4020
No,292.9,0.5,0.0,33,Rain,light rain,2025-09-16 18:00:00,3371
No,295.2,0.0,0.0,40,Clear,sky is clear,2025-09-16 19:00:00,849
No,301.7,0.0,0.0,36,Clouds,overcast clouds,2025-09-16 20:00:00,991
No,296.5,0.0,0.0,29,Clouds,overcast clouds,2025-09-16 21:00:00,621
No,293.8,0.0,0.0,90,Clear,sky is clear,2025-09-16 22:00:00,706
No,287.8,2.0,0.0,89,Rain,heavy rain,2025-09-16 23:00:00,350
No,298.8,0.0,0.0,33,Clear,sky is clear,2025-09-17 00:00:00,455
No,285.0,0.0,0.0,25,Clear,sky is clear,2025-09-17 01:00:00,569
No,301.0,0.0,0.0,86,Clouds,overcast clouds,2025-09-17 02:00:00,461
No,285.0,0.0,0.0,76,Clouds,overcast clouds,2025-09-17 03:00:00,496
No,305.2,2.0,0.0,32,Rain,heavy rain,2025-09-17 04:00:00,246
No,298.8,2.0,0.0,14,Rain,heavy rain,2025-09-17 05:00:00,200
No,289.0,0.0,0.5,31,Snow,light snow,2025-09-17 06:00:00,200
No,293.4,0.0,0.5,82,Snow,light snow,2025-09-17 07:00:00,3409
No,301.8,0.5,0.0,17,Rain,light rain,2025-09-17 08:00:00,4118
No,294.4,0.0,0.0,52,Clear,sky is clear,2025-09-17 09:00:00,3937
No,289.4,0.5,0.0,3,Rain,light rain,2025-09-17 10:00:00,838
No,294.5,0.5,0.0,34,Rain,light rain,2025-09-17 11:00:00,557
No,294.2,2.0,0.0,46,Rain,heavy rain,2025-09-17 12:00:00,859
No,293.8,2.0,0.0,68,Rain,heavy rain,2025-09-17 13:00:00,1020
No,290.5,0.0,0.0,76,Clouds,overcast clouds,2025-09-17 14:00:00,1620
No,289.2,0.0,0.0,11,Clouds,overcast clouds,2025-09-17 15:00:00,1481
No,303.0,0.0,0.0,76,Clear,sky is clear,2025-09-17 16:00:00,5271
No,309.7,0.0,0.5,78,Snow,light snow,2025-09-17 17:00:00,4367
No,285.6,0.5,0.0,10,Rain,light rain,2025-09-17 18:00:00,4026
No,301.1,0.0,0.5,54,Snow,light snow,2025-09-17 19:00:00,436
No,300.4,0.5,0.0,97,Rain,light rain,2025-09-17 20:00:00,420
No,285.5,2.0,0.0,47,Rain,heavy rain,2025-09-17 21:00:00,279
No,292.2,0.0,0.0,6,Clear,sky is clear,2025-09-17 22:00:00,742
No,292.3,0.0,0.0,5,Clear,sky is clear,2025-09-17 23:00:00,398
No,294.6,0.0,0.5,53,Snow,light snow,2025-09-18 00:00:00,272
No,296.8,0.0,0.5,76,Snow,light snow,2025-09-18 01:00:00,200
No,295.2,0.0,0.0,58,Clouds,overcast clouds,2025-09-18 02:00:00,524
No,297.5,0.0,0.5,70,Snow,light snow,2025-09-18 03:00:00,200
No,296.9,2.0,0.0,39,Rain,heavy rain,2025-09-18 04:00:00,269
No,290.7,0.0,0.5,30,Snow,light snow,2025-09-18 05:00:00,200
No,289.1,0.5,0.0,83,Rain,light rain,2025-09-18 06:00:00,313
No,317.7,0.0,0.0,29,Clouds,overcast clouds,2025-09-18 07:00:00,4964
No,300.3,0.5,0.0,16,Rain,light rain,2025-09-18 08:00:00,4177
No,292.7,2.0,0.0,54,Rain,heavy rain,2025-09-18 09:00:00,4678
No,294.9,0.0,0.5,37,Snow,light snow,2025-09-18 10:00:00,701
No,291.6,0.0,0.5,29,Snow,light snow,2025-09-18 11:00:00,571
No,280.6,0.0,0.0,43,Clear,sky is clear,2025-09-18 12:00:00,1653
No,292.4,0.0,0.0,39,Clouds,overcast clouds,2025-09-18 13:00:00,1328
No,294.9,0.0,0.0,60,Clear,sky is clear,2025-09-18 14:00:00,1282
No,287.8,0.0,0.0,68,Clear,sky is clear,2025-09-18 15:00:00,1457
No,299.0,0.0,0.0,60,Clouds,overcast clouds,2025-09-18 16:00:00,3928
No,289.6,0.0,0.0,70,Clouds,overcast clouds,2025-09-18 17:00:00,3859
No,294.8,0.0,0.0,44,Clear,sky is clear,2025-09-18 18:00:00,3643
No,286.4,0.0,0.0,25,Clouds,overcast clouds,2025-09-18 19:00:00,982
No,294.7,0.0,0.5,42,Snow,light snow,2025-09-18 20:00:00,200
No,298.3,0.5,0.0,51,Rain,light rain,2025-09-18 21:00:00,200
No,298.5,2.0,0.0,14,Rain,heavy rain,2025-09-18 22:00:00,273
No,300.4,2.0,0.0,81,Rain,heavy rain,2025-09-18 23:00:00,200
No,306.9,0.0,0.5,43,Snow,light snow,2025-09-19 00:00:00,200
No,293.9,2.0,0.0,58,Rain,heavy rain,2025-09-19 01:00:00,277
No,277.6,0.0,0.5,41,Snow,light snow,2025-09-19 02:00:00,200
No,292.7,2.0,0.0,59,Rain,heavy rain,2025-09-19 03:00:00,200
No,278.7,0.0,0.0,52,Clear,sky is clear,2025-09-19 04:00:00,660
No,289.7,0.0,0.5,34,Snow,light snow,2025-09-19 05:00:00,246
No,305.9,0.0,0.0,68,Clear,sky is clear,2025-09-19 06:00:00,841
No,311.5,2.0,0.0,0,Rain,heavy rain,2025-09-19 07:00:00,4164
No,295.7,0.0,0.0,71,Clouds,overcast clouds,2025-09-19 08:00:00,3882
No,294.2,0.5,0.0,58,Rain,light rain,2025-09-19 09:00:00,3224
No,291.7,0.0,0.5,70,Snow,light snow,2025-09-19 10:00:00,838
No,278.1,0.0,0.0,59,Clouds,overcast clouds,2025-09-19 11:00:00,1255
No,276.1,0.0,0.0,36,Clear,sky is clear,2025-09-19 12:00:00,1480
No,293.8,0.5,0.0,78,Rain,light rain,2025-09-19 13:00:00,1388
No,302.2,0.0,0.0,67,Clouds,overcast clouds,2025-09-19 14:00:00,1340
No,285.0,2.0,0.0,28,Rain,heavy rain,2025-09-19 15:00:00,942
No,311.8,0.0,0.0,47,Clouds,overcast clouds,2025-09-19 16:00:00,4715
No,296.0,2.0,0.0,61,Rain,heavy rain,2025-09-19 17:00:00,3286
No,289.9,0.0,0.0,94,Clouds,overcast clouds,2025-09-19 18:00:00,4300
No,276.1,0.5,0.0,24,Rain,light rain,2025-09-19 19:00:00,200
No,299.6,0.5,0.0,36,Rain,light rain,2025-09-19 20:00:00,743
No,294.3,0.0,0.0,82,Clouds,overcast clouds,2025-09-19 21:00:00,660
No,293.4,0.0,0.5,69,Snow,light snow,2025-09-19 22:00:00,200
No,305.8,0.0,0.5,56,Snow,light snow,2025-09-19 23:00:00,200
No,296.1,2.0,0.0,41,Rain,heavy rain,2025-09-20 00:00:00,200
No,300.7,0.0,0.5,0,Snow,light snow,2025-09-20 01:00:00,200
No,293.8,2.0,0.0,27,Rain,heavy rain,2025-09-20 02:00:00,200
No,310.1,0.5,0.0,33,Rain,light rain,2025-09-20 03:00:00,200
No,300.0,0.0,0.0,35,Clear,sky is clear,2025-09-20 04:00:00,200
No,296.0,0.0,0.0,31,Clouds,overcast clouds,2025-09-20 05:00:00,200
No,303.2,0.5,0.0,44,Rain,light rain,2025-09-20 06:00:00,200
No,291.9,0.0,0.0,96,Clear,sky is clear,2025-09-20 07:00:00,2098
No,295.2,0.0,0.0,36,Clouds,overcast clouds,2025-09-20 08:00:00,2435
No,295.0,0.0,0.0,29,Clear,sky is clear,2025-09-20 09:00:00,2508
No,308.2,0.0,0.0,64,Clouds,overcast clouds,2025-09-20 10:00:00,234
No,284.4,0.5,0.0,36,Rain,light rain,2025-09-20 11:00:00,200
No,296.4,0.5,0.0,37,Rain,light rain,2025-09-20 12:00:00,200
No,279.2,2.0,0.0,21,Rain,heavy rain,2025-09-20 13:00:00,200
No,278.0,0.0,0.5,0,Snow,light snow,2025-09-20 14:00:00,200
No,303.0,0.5,0.0,42,Rain,light rain,2025-09-20 15:00:00,200
No,296.0,0.0,0.5,33,Snow,light snow,2025-09-20 16:00:00,2007
No,297.6,0.0,0.0,12,Clouds,overcast clouds,2025-09-20 17:00:00,3534
No,283.4,0.5,0.0,88,Rain,light rain,2025-09-20 18:00:00,2449
No,291.6,0.0,0.0,38,Clear,sky is clear,2025-09-20 19:00:00,200
No,306.6,0.0,0.0,0,Clear,sky is clear,2025-09-20 20:00:00,200
No,302.4,0.5,0.0,57,Rain,light rain,2025-09-20 21:00:00,200
No,296.1,0.5,0.0,65,Rain,light rain,2025-09-20 22:00:00,200
No,297.1,0.5,0.0,76,Rain,light rain,2025-09-20 23:00:00,200
No,286.1,0.5,0.0,52,Rain,light rain,2025-09-21 00:00:00,200
No,280.1,0.0,0.0,44,Clear,sky is clear,2025-09-21 01:00:00,200
No,300.3,2.0,0.0,35,Rain,heavy rain,2025-09-21 02:00:00,200
No,304.3,0.0,0.5,4,Snow,light snow,2025-09-21 03:00:00,200
No,302.5,2.0,0.0,2,Rain,heavy rain,2025-09-21 04:00:00,200
No,289.7,0.0,0.0,68,Clouds,overcast clouds,2025-09-21 05:00:00,200
No,298.9,2.0,0.0,92,Rain,heavy rain,2025-09-21 06:00:00,200
No,289.4,0.0,0.5,52,Snow,light snow,2025-09-21 07:00:00,1211
No,301.0,2.0,0.0,11,Rain,heavy rain,2025-09-21 08:00:00,3120
No,294.3,2.0,0.0,66,Rain,heavy rain,2025-09-21 09:00:00,3361
No,289.0,0.0,0.0,11,Clouds,overcast clouds,2025-09-21 10:00:00,570
No,301.3,0.0,0.5,51,Snow,light snow,2025-09-21 11:00:00,200
No,283.3,0.5,0.0,67,Rain,light rain,2025-09-21 12:00:00,200
No,309.5,0.0,0.0,54,Clouds,overcast clouds,2025-09-21 13:00:00,619
No,290.8,2.0,0.0,82,Rain,heavy rain,2025-09-21 14:00:00,200
No,309.1,2.0,0.0,45,Rain,heavy rain,2025-09-21 15:00:00,200
No,283.2,0.0,0.0,70,Clouds,overcast clouds,2025-09-21 16:00:00,3514
No,295.2,2.0,0.0,42,Rain,heavy rain,2025-09-21 17:00:00,2126
No,307.1,0.0,0.0,34,Clear,sky is clear,2025-09-21 18:00:00,1959
No,290.7,0.5,0.0,25,Rain,light rain,2025-09-21 19:00:00,200
No,291.2,0.0,0.0,74,Clouds,overcast clouds,2025-09-21 20:00:00,200
No,290.8,0.0,0.0,61,Clear,sky is clear,2025-09-21 21:00:00,200
No,288.7,0.0,0.5,72,Snow,light snow,2025-09-21 22:00:00,200
No,290.3,0.5,0.0,55,Rain,light rain,2025-09-21 23:00:00,200
No,289.0,0.5,0.0,18,Rain,light rain,2025-09-22 00:00:00,200
No,298.6,0.0,0.0,46,Clouds,overcast clouds,2025-09-22 01:00:00,492
No,303.6,0.0,0.5,45,Snow,light snow,2025-09-22 02:00:00,200
No,293.5,2.0,0.0,86,Rain,heavy rain,2025-09-22 03:00:00,200
No,293.7,2.0,0.0,55,Rain,heavy rain,2025-09-22 04:00:00,200
No,293.7,2.0,0.0,26,Rain,heavy rain,2025-09-22 05:00:00,200
No,293.4,0.5,0.0,28,Rain,light rain,2025-09-22 06:00:00,507
No,296.5,0.0,0.0,54,Clouds,overcast clouds,2025-09-22 07:00:00,4074
No,292.0,0.0,0.0,14,Clouds,overcast clouds,2025-09-22 08:00:00,4759
No,304.9,0.0,0.0,50,Clear,sky is clear,2025-09-22 09:00:00,3609
No,303.3,0.5,0.0,63,Rain,light rain,2025-09-22 10:00:00,412
No,281.0,0.0,0.0,93,Clouds,overcast clouds,2025-09-22 11:00:00,1345
No,299.6,0.0,0.0,54,Clouds,overcast clouds,2025-09-22 12:00:00,1547
No,300.0,0.0,0.5,61,Snow,light snow,2025-09-22 13:00:00,1042
No,293.9,0.0,0.0,72,Clouds,overcast clouds,2025-09-22 14:00:00,1379
No,291.5,0.0,0.5,40,Snow,light snow,2025-09-22 15:00:00,893
No,299.5,0.0,0.0,77,Clouds,overcast clouds,2025-09-22 16:00:00,5165
No,282.5,0.5,0.0,22,Rain,light rain,2025-09-22 17:00:00,3007
No,297.9,0.0,0.0,44,Clouds,overcast clouds,2025-09-22 18:00:00,3462
No,284.9,0.0,0.0,54,Clear,sky is clear,2025-09-22 19:00:00,891
No,301.4,2.0,0.0,100,Rain,heavy rain,2025-09-22 20:00:00,545
No,296.2,0.0,0.5,36,Snow,light snow,2025-09-22 21:00:00,200
No,306.3,0.0,0.0,69,Clouds,overcast clouds,2025-09-22 22:00:00,714
No,297.2,0.0,0.5,18,Snow,light snow,2025-09-22 23:00:00,200
No,287.6,0.5,0.0,42,Rain,light rain,2025-09-23 00:00:00,200
No,297.4,0.0,0.0,57,Clouds,overcast clouds,2025-09-23 01:00:00,325
No,304.9,0.0,0.0,7,Clouds,overcast clouds,2025-09-23 02:00:00,582
No,300.2,0.0,0.0,38,Clear,sky is clear,2025-09-23 03:00:00,676
No,291.9,0.0,0.5,43,Snow,light snow,2025-09-23 04:00:00,200
No,303.7,0.0,0.0,53,Clear,sky is clear,2025-09-23 05:00:00,873
No,301.0,0.0,0.5,31,Snow,light snow,2025-09-23 06:00:00,450
No,300.5,2.0,0.0,55,Rain,heavy rain,2025-09-23 07:00:00,4350
No,298.6,0.0,0.0,36,Clear,sky is clear,2025-09-23 08:00:00,3387
No,284.6,0.0,0.0,53,Clear,sky is clear,2025-09-23 09:00:00,4285
No,281.2,0.0,0.0,64,Clear,sky is clear,2025-09-23 10:00:00,1321
No,287.9,2.0,0.0,57,Rain,heavy rain,2025-09-23 11:00:00,1221
No,296.8,0.0,0.0,69,Clouds,overcast clouds,2025-09-23 12:00:00,1458
No,297.1,0.0,0.5,85,Snow,light snow,2025-09-23 13:00:00,586
No,295.0,0.0,0.5,44,Snow,light snow,2025-09-23 14:00:00,742
No,302.1,0.5,0.0,36,Rain,light rain,2025-09-23 15:00:00,948
No,298.6,2.0,0.0,69,Rain,heavy rain,2025-09-23 16:00:00,4342
No,294.0,0.0,0.0,20,Clear,sky is clear,2025-09-23 17:00:00,3724
No,293.9,0.0,0.0,53,Clear,sky is clear,2025-09-23 18:00:00,4443
No,290.3,0.0,0.0,55,Clear,sky is clear,2025-09-23 19:00:00,1179
No,283.3,0.0,0.5,69,Snow,light snow,2025-09-23 20:00:00,200
No,284.7,0.0,0.5,65,Snow,light snow,2025-09-23 21:00:00,200
No,306.9,0.0,0.0,76,Clear,sky is clear,2025-09-23 22:00:00,641
No,292.7,0.0,0.0,45,Clouds,overcast clouds,2025-09-23 23:00:00,647
No,284.9,0.5,0.0,50,Rain,light rain,2025-09-24 00:00:00,294
No,296.9,0.5,0.0,62,Rain,light rain,2025-09-24 01:00:00,200
No,303.9,0.5,0.0,23,Rain,light rain,2025-09-24 02:00:00,200
No,304.9,0.0,0.0,32,Clouds,overcast clouds,2025-09-24 03:00:00,367
No,293.1,0.5,0.0,81,Rain,light rain,2025-09-24 04:00:00,200
No,309.4,0.5,0.0,57,Rain,light rain,2025-09-24 05:00:00,264
No,297.2,2.0,0.0,52,Rain,heavy rain,2025-09-24 06:00:00,513
No,292.2,0.0,0.0,40,Clear,sky is clear,2025-09-24 07:00:00,4757
No,287.6,0.0,0.5,50,Snow,light snow,2025-09-24 08:00:00,2810
No,306.9,0.0,0.0,56,Clouds,overcast clouds,2025-09-24 09:00:00,5052
No,297.5,0.5,0.0,11,Rain,light rain,2025-09-24 10:00:00,998
No,290.7,0.0,0.0,78,Clear,sky is clear,2025-09-24 11:00:00,1309
No,306.2,0.0,0.0,73,Clouds,overcast clouds,2025-09-24 12:00:00,1568
No,293.9,0.0,0.5,52,Snow,light snow,2025-09-24 13:00:00,660
No,306.4,0.0,0.0,57,Clear,sky is clear,2025-09-24 14:00:00,1497
No,291.9,0.0,0.0,95,Clear,sky is clear,2025-09-24 15:00:00,1516
No,298.2,2.0,0.0,23,Rain,heavy rain,2025-09-24 16:00:00,3696
No,293.8,2.0,0.0,73,Rain,heavy rain,2025-09-24 17:00:00,2965
No,298.3,0.0,0.0,58,Clouds,overcast clouds,2025-09-24 18:00:00,3458
No,297.2,0.0,0.0,66,Clear,sky is clear,2025-09-24 19:00:00,886
No,299.1,0.0,0.0,91,Clear,sky is clear,2025-09-24 20:00:00,736
No,309.5,2.0,0.0,44,Rain,heavy rain,2025-09-24 21:00:00,200
No,299.5,0.5,0.0,46,Rain,light rain,2025-09-24 22:00:00,307
No,301.8,0.0,0.0,16,Clear,sky is clear,2025-09-24 23:00:00,506
No,293.4,0.5,0.0,48,Rain,light rain,2025-09-25 00:00:00,261
No,284.0,2.0,0.0,36,Rain,heavy rain,2025-09-25 01:00:00,200
No,302.4,0.0,0.0,16,Clouds,overcast clouds,2025-09-25 02:00:00,585
No,296.8,2.0,0.0,64,Rain,heavy rain,2025-09-25 03:00:00,200
No,284.5,2.0,0.0,34,Rain,heavy rain,2025-09-25 04:00:00,240
No,296.8,0.0,0.0,38,Clear,sky is clear,2025-09-25 05:00:00,849
No,294.5,0.0,0.0,82,Clear,sky is clear,2025-09-25 06:00:00,671
No,286.0,0.0,0.5,31,Snow,light snow,2025-09-25 07:00:00,3991
No,293.4,0.0,0.0,8,Clouds,overcast clouds,2025-09-25 08:00:00,3690
No,288.4,0.0,0.0,0,Clouds,overcast clouds,2025-09-25 09:00:00,4900
No,291.1,0.0,0.0,1,Clear,sky is clear,2025-09-25 10:00:00,1415
No,291.5,0.5,0.0,45,Rain,light rain,2025-09-25 11:00:00,1227
No,291.7,0.0,0.0,97,Clear,sky is clear,2025-09-25 12:00:00,1488
No,291.3,0.5,0.0,36,Rain,light rain,2025-09-25 13:00:00,989
No,299.4,2.0,0.0,68,Rain,heavy rain,2025-09-25 14:00:00,985
No,300.1,0.5,0.0,60,Rain,light rain,2025-09-25 15:00:00,896
No,289.4,0.0,0.5,48,Snow,light snow,2025-09-25 16:00:00,3980
No,298.3,0.0,0.5,85,Snow,light snow,2025-09-25 17:00:00,3883
No,296.1,2.0,0.0,34,Rain,heavy rain,2025-09-25 18:00:00,4013
No,288.2,0.0,0.0,12,Clouds,overcast clouds,2025-09-25 19:00:00,820
No,288.6,2.0,0.0,49,Rain,heavy rain,2025-09-25 20:00:00,369
No,291.4,0.0,0.0,47,Clouds,overcast clouds,2025-09-25 21:00:00,793
No,289.9,2.0,0.0,47,Rain,heavy rain,2025-09-25 22:00:00,248
No,286.1,0.0,0.0,6,Clear,sky is clear,2025-09-25 23:00:00,538
No,301.1,2.0,0.0,34,Rain,heavy rain,2025-09-26 00:00:00,200
No,290.7,0.0,0.0,76,Clouds,overcast clouds,2025-09-26 01:00:00,359
No,285.0,0.0,0.5,40,Snow,light snow,2025-09-26 02:00:00,200
No,310.1,0.5,0.0,47,Rain,light rain,2025-09-26 03:00:00,200
No,296.5,0.0,0.0,42,Clouds,overcast clouds,2025-09-26 04:00:00,512
No,293.8,0.0,0.0,57,Clouds,overcast clouds,2025-09-26 05:00:00,797
No,294.5,0.0,0.5,45,Snow,light snow,2025-09-26 06:00:00,511
No,296.9,0.0,0.0,63,Clouds,overcast clouds,2025-09-26 07:00:00,3047
No,291.2,0.0,0.0,6,Clear,sky is clear,2025-09-26 08:00:00,3402
No,307.6,0.5,0.0,67,Rain,light rain,2025-09-26 09:00:00,4366
No,300.7,0.0,0.5,70,Snow,light snow,2025-09-26 10:00:00,656
No,297.3,0.0,0.0,47,Clear,sky is clear,2025-09-26 11:00:00,1589
